last_edited_by,date_added,last_edited_date,raw_source,vessel_id,port,key,arr_date,port_master,aphorism,holiday_greeting,wisdom,saying,vessel_name,tonnage,length_overall,flag_country,vessel_company,vessel_type
Haenyeo Hyun-Ki,2035-09-22T00:00:00Z,2035-10-02T00:00:00Z,Haacklee harbor reports,harborholdings797,City of Haacklee,0,2035-09-14T00:00:00Z,Portmaster of Haacklee,"The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",What are you doing for Saw Appreciation Day this year?,NA,"Life is like the ocean. It can be calm or still, and rough or rigid, but in the end, it is always beautiful.",Harbor Holdings,76300,230,Riodelsol,Unknown,Cargo_Vessel
Clepper Jessen,2035-09-20T00:00:00Z,2035-09-23T00:00:00Z,Haacklee harbor reports,harborholdings797,City of Haacklee,1,2035-09-14T00:00:00Z,Portmaster of Haacklee,"The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",What are you doing for Saw Appreciation Day this year?,NA,"Life is like the ocean. It can be calm or still, and rough or rigid, but in the end, it is always beautiful.",Harbor Holdings,76300,230,Riodelsol,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-02-09T00:00:00Z,2035-02-13T00:00:00Z,Paackland harbor reports,harborholdings797,City of Paackland,0,2035-02-09T00:00:00Z,Portmaster of Paackland,"Life on an island is like a coconut, tough to crack but irresistibly sweet inside.",NA,"If the ocean can calm itself, so can you. We are both salt water mixed with air.",NA,Harbor Holdings,76300,230,Riodelsol,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-02-08T00:00:00Z,2035-02-11T00:00:00Z,Paackland harbor reports,harborholdings797,City of Paackland,1,2035-02-08T00:00:00Z,Portmaster of Paackland,"The sea-shore is a sort of neutral ground, a most advantageous point from which to contemplate the world.",NA,"If the ocean can calm itself, so can you. We are both salt water mixed with air.",NA,Harbor Holdings,76300,230,Riodelsol,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-08-02T00:00:00Z,2035-08-10T00:00:00Z,Himark harbor reports,harborholdings797,City of Himark,0,2035-07-31T00:00:00Z,Portmaster of Himark,NA,NA,"Salty air, sun-kissed hair, the endless ocean, the smell of the sea, the touch of the sand, the island life for me.",NA,Harbor Holdings,76300,230,Riodelsol,Unknown,Cargo_Vessel
Junior Shurdlu,2035-11-16T00:00:00Z,2035-11-26T00:00:00Z,Himark harbor reports,harborholdings797,City of Himark,1,2035-11-09T00:00:00Z,Portmaster of Himark,NA,NA,Life on an island is life at its best.,NA,Harbor Holdings,76300,230,Riodelsol,Unknown,Cargo_Vessel
Junior Shurdlu,2035-03-09T00:00:00Z,2035-03-14T00:00:00Z,South Paackland harbor reports,seawaysurgeb1c,City of South Paackland,0,2035-03-08T00:00:00Z,Portmaster of South Paackland,"The goal is not to sail the boat, but rather to help the boat sail herself.",NA,The sea is as near as we come to another world.,"Boat more, worry less.",Seaway Surge,35900,130,Coralada,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-03-18T00:00:00Z,2035-03-26T00:00:00Z,South Paackland harbor reports,seawaysurgeb1c,City of South Paackland,1,2035-03-08T00:00:00Z,Portmaster of South Paackland,"The goal is not to sail the boat, but rather to help the boat sail herself.",NA,NA,"Boat more, worry less.",Seaway Surge,35900,130,Coralada,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-11-17T00:00:00Z,2035-11-20T00:00:00Z,South Paackland harbor reports,seawaysurgeb1c,City of South Paackland,2,2035-11-12T00:00:00Z,Portmaster of South Paackland,NA,NA,NA,"Boat more, worry less.",Seaway Surge,35900,130,Coralada,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-02-10T00:00:00Z,2035-02-12T00:00:00Z,Himark harbor reports,seawaysurgeb1c,City of Himark,0,2035-02-07T00:00:00Z,Portmaster of Himark,"To myself I am only a child playing on the beach, while vast oceans of truth lie undiscovered before me.",NA,NA,NA,Seaway Surge,35900,130,Coralada,Unknown,Cargo_Vessel
Clepper Jessen,2035-07-08T00:00:00Z,2035-07-18T00:00:00Z,Paackland harbor reports,seawaysurgeb1c,City of Paackland,0,2035-07-04T00:00:00Z,Portmaster of Paackland,There’s no such thing as a wasted day at the beach.,NA,"If your ship doesn’t come in, swim out to meet it!","The sea is emotion incarnate. It loves, hates, and weeps. It defies all attempts to capture it with words and rejects all shackles. No matter what you say about it, there is always that which you can't.",Seaway Surge,35900,130,Coralada,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-07-08T00:00:00Z,2035-07-18T00:00:00Z,Paackland harbor reports,seawaysurgeb1c,City of Paackland,1,2035-07-04T00:00:00Z,Portmaster of Paackland,There’s no such thing as a wasted day at the beach.,NA,"If your ship doesn’t come in, swim out to meet it!","The sea is emotion incarnate. It loves, hates, and weeps. It defies all attempts to capture it with words and rejects all shackles. No matter what you say about it, there is always that which you can't.",Seaway Surge,35900,130,Coralada,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-05-19T00:00:00Z,2035-05-24T00:00:00Z,Paackland harbor reports,seawaysurgeb1c,City of Paackland,2,2035-05-18T00:00:00Z,Portmaster of Paackland,NA,NA,NA,"The sea is emotion incarnate. It loves, hates, and weeps. It defies all attempts to capture it with words and rejects all shackles. No matter what you say about it, there is always that which you can't.",Seaway Surge,35900,130,Coralada,Unknown,Cargo_Vessel
Junior Shurdlu,2035-06-09T00:00:00Z,2035-06-15T00:00:00Z,Haacklee harbor reports,seawaysurgeb1c,City of Haacklee,0,2035-06-04T00:00:00Z,Portmaster of Haacklee,NA,NA,NA,An island is a world apart.,Seaway Surge,35900,130,Coralada,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-03-01T00:00:00Z,2035-03-02T00:00:00Z,South Paackland harbor reports,harborhorizon10ecb,City of South Paackland,0,2035-02-22T00:00:00Z,Portmaster of South Paackland,Island life is the best life.,"Wow, its First Transit again",The only BS I need is Beach & Sunshine.,The best time to plant a tree was 20 years ago. The second best time is now.,Harbor Horizon 10,63200,140,Novarctica,Unknown,Cargo_Vessel
Clepper Jessen,2035-03-04T00:00:00Z,2035-03-11T00:00:00Z,South Paackland harbor reports,harborhorizon10ecb,City of South Paackland,1,2035-02-22T00:00:00Z,Portmaster of South Paackland,Island life is the best life.,"Wow, its First Transit again",NA,Island life is life without corners.,Harbor Horizon 10,63200,140,Novarctica,Unknown,Cargo_Vessel
Junior Shurdlu,2035-08-02T00:00:00Z,2035-08-12T00:00:00Z,South Paackland harbor reports,harborhorizon10ecb,City of South Paackland,2,2035-07-23T00:00:00Z,Portmaster of South Paackland,NA,"Wow, its First Transit again",NA,Island life is life without corners.,Harbor Horizon 10,63200,140,Novarctica,Unknown,Cargo_Vessel
Junior Shurdlu,2035-04-27T00:00:00Z,2035-04-29T00:00:00Z,Haacklee harbor reports,harborhorizon10ecb,City of Haacklee,0,2035-04-26T00:00:00Z,Portmaster of Haacklee,The wind and the waves are always on the side of the ablest navigator.,NA,Life is better in a hammock.,NA,Harbor Horizon 10,63200,140,Novarctica,Unknown,Cargo_Vessel
Clepper Jessen,2035-03-23T00:00:00Z,2035-03-30T00:00:00Z,Haacklee harbor reports,harborhorizon10ecb,City of Haacklee,1,2035-03-13T00:00:00Z,Portmaster of Haacklee,NA,NA,Life is better in a hammock.,NA,Harbor Horizon 10,63200,140,Novarctica,Unknown,Cargo_Vessel
Junior Shurdlu,2035-09-18T00:00:00Z,2035-09-24T00:00:00Z,Himark harbor reports,harborhorizon10ecb,City of Himark,0,2035-09-15T00:00:00Z,Portmaster of Himark,NA,NA,NA,Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover.,Harbor Horizon 10,63200,140,Novarctica,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-09-24T00:00:00Z,2035-10-03T00:00:00Z,Himark harbor reports,harborhorizon10ecb,City of Himark,1,2035-09-15T00:00:00Z,Portmaster of Himark,NA,NA,NA,Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover.,Harbor Horizon 10,63200,140,Novarctica,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-10-25T00:00:00Z,2035-11-03T00:00:00Z,South Paackland harbor reports,cargocrestb7c,City of South Paackland,0,2035-10-18T00:00:00Z,Portmaster of South Paackland,"Island life is like a palm tree, stand tall and weather the storms.",NA,"The sailor is the sea's husband, and she will not be widowed.",A good sailor knows his ropes.,Cargo Crest,2100,90,Imazam,Unknown,Cargo_Vessel
Clepper Jessen,2035-08-01T00:00:00Z,2035-08-06T00:00:00Z,South Paackland harbor reports,cargocrestb7c,City of South Paackland,1,2035-07-25T00:00:00Z,Portmaster of South Paackland,"There is one spectacle grander than the sea, that is the sky; there is one spectacle grander than the sky, that is the interior of the soul.",NA,"If there's a heaven for me, I'm sure it has a beach attached to it.",A good sailor knows his ropes.,Cargo Crest,2100,90,Imazam,Unknown,Cargo_Vessel
Clepper Jessen,2035-05-25T00:00:00Z,2035-05-29T00:00:00Z,Haacklee harbor reports,cargocrestb7c,City of Haacklee,0,2035-05-25T00:00:00Z,Portmaster of Haacklee,"The goal is not to sail the boat, but rather to help the boat sail herself.",NA,"We are all in the same boat, in a stormy sea, and we owe each other a terrible loyalty.",NA,Cargo Crest,2100,90,Imazam,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-05-28T00:00:00Z,2035-06-03T00:00:00Z,Haacklee harbor reports,cargocrestb7c,City of Haacklee,1,2035-05-25T00:00:00Z,Portmaster of Haacklee,"The goal is not to sail the boat, but rather to help the boat sail herself.",NA,The ocean is a central image. It is the symbolism of a great journey.,NA,Cargo Crest,2100,90,Imazam,Unknown,Cargo_Vessel
Clepper Jessen,2035-11-18T00:00:00Z,2035-11-20T00:00:00Z,Himark harbor reports,cargocrestb7c,City of Himark,0,2035-11-16T00:00:00Z,Portmaster of Himark,"To reach a port we must set sail – Sail, not tie at anchor Sail, not drift.",NA,NA,The wind and the waves are always on the side of the ablest navigator.,Cargo Crest,2100,90,Imazam,Unknown,Cargo_Vessel
Junior Shurdlu,2035-11-21T00:00:00Z,2035-11-25T00:00:00Z,Himark harbor reports,cargocrestb7c,City of Himark,1,2035-11-16T00:00:00Z,Portmaster of Himark,"To reach a port we must set sail – Sail, not tie at anchor Sail, not drift.",NA,NA,NA,Cargo Crest,2100,90,Imazam,Unknown,Cargo_Vessel
Clepper Jessen,2035-11-11T00:00:00Z,2035-11-15T00:00:00Z,South Paackland harbor reports,freightflux254,City of South Paackland,0,2035-11-10T00:00:00Z,Portmaster of South Paackland,"The calmer the waters, the closer the storm.",What are you doing for Unification Day this year?,An island is more than just a geographical location; it's a state of mind.,"The cure for anything is salt water: sweat, tears, or the sea.",Freight Flux,68100,120,Mango del Oro,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-09-28T00:00:00Z,2035-10-01T00:00:00Z,South Paackland harbor reports,freightflux254,City of South Paackland,1,2035-09-27T00:00:00Z,Portmaster of South Paackland,"The calmer the waters, the closer the storm.",NA,The wonders of the sea are as beautiful as the most beautiful cathedral.,"The cure for anything is salt water: sweat, tears, or the sea.",Freight Flux,68100,120,Mango del Oro,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-02-10T00:00:00Z,2035-02-14T00:00:00Z,Haacklee harbor reports,freightflux254,City of Haacklee,0,2035-02-10T00:00:00Z,Portmaster of Haacklee,"To reach a port, we must set sail.",NA,NA,"Life is a beach, I'm just playing in the sand.",Freight Flux,68100,120,Mango del Oro,Unknown,Cargo_Vessel
Junior Shurdlu,2035-02-13T00:00:00Z,2035-02-18T00:00:00Z,Haacklee harbor reports,freightflux254,City of Haacklee,1,2035-02-10T00:00:00Z,Portmaster of Haacklee,"To reach a port, we must set sail.",NA,NA,NA,Freight Flux,68100,120,Mango del Oro,Unknown,Cargo_Vessel
Clepper Jessen,2035-02-11T00:00:00Z,2035-02-12T00:00:00Z,Haacklee harbor reports,freightflux254,City of Haacklee,2,2035-02-10T00:00:00Z,Portmaster of Haacklee,"To reach a port, we must set sail.",NA,NA,NA,Freight Flux,68100,120,Mango del Oro,Unknown,Cargo_Vessel
Clepper Jessen,2035-06-04T00:00:00Z,2035-06-14T00:00:00Z,Lomark harbor reports,freightflux254,City of Lomark,0,2035-05-30T00:00:00Z,Portmaster of Lomark,NA,NA,The secret ingredient is always saltwater.,NA,Freight Flux,68100,120,Mango del Oro,Unknown,Cargo_Vessel
Junior Shurdlu,2035-06-07T00:00:00Z,2035-06-10T00:00:00Z,Lomark harbor reports,freightflux254,City of Lomark,1,2035-05-31T00:00:00Z,Portmaster of Lomark,NA,NA,"The sailor is the sea's husband, and she will not be widowed.",NA,Freight Flux,68100,120,Mango del Oro,Unknown,Cargo_Vessel
Junior Shurdlu,2035-06-30T00:00:00Z,2035-07-04T00:00:00Z,Himark harbor reports,freightflux254,City of Himark,0,2035-06-28T00:00:00Z,Portmaster of Himark,"There is nothing more enticing, disenchanting, and enslaving than the life at sea.",NA,"If one does not know to which port one is sailing, no wind is favorable.",NA,Freight Flux,68100,120,Mango del Oro,Unknown,Cargo_Vessel
Clepper Jessen,2035-07-03T00:00:00Z,2035-07-08T00:00:00Z,Himark harbor reports,freightflux254,City of Himark,1,2035-06-27T00:00:00Z,Portmaster of Himark,The sea does not like to be restrained.,NA,"If one does not know to which port one is sailing, no wind is favorable.",NA,Freight Flux,68100,120,Mango del Oro,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-03-11T00:00:00Z,2035-03-14T00:00:00Z,Paackland harbor reports,freightflux254,City of Paackland,0,2035-03-08T00:00:00Z,Portmaster of Paackland,An island can be dreadful for someone from outside. But an islander is always an islander.,NA,NA,NA,Freight Flux,68100,120,Mango del Oro,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-03-10T00:00:00Z,2035-03-11T00:00:00Z,Paackland harbor reports,freightflux254,City of Paackland,1,2035-03-08T00:00:00Z,Portmaster of Paackland,An island can be dreadful for someone from outside. But an islander is always an islander.,NA,NA,NA,Freight Flux,68100,120,Mango del Oro,Unknown,Cargo_Vessel
Clepper Jessen,2035-08-26T00:00:00Z,2035-08-29T00:00:00Z,Paackland harbor reports,nauticalnexus6cc,City of Paackland,0,2035-08-16T00:00:00Z,Portmaster of Paackland,"Ocean is more ancient than the mountains, and freighted with the memories and the dreams of Time.",NA,"Sailors, with their built in sense of order, service and discipline, should really be running the world.",NA,Nautical Nexus,75900,200,Utoporiana,Unknown,Cargo_Vessel
Junior Shurdlu,2035-08-23T00:00:00Z,2035-09-01T00:00:00Z,Paackland harbor reports,nauticalnexus6cc,City of Paackland,1,2035-08-15T00:00:00Z,Portmaster of Paackland,NA,NA,"Sailors, with their built in sense of order, service and discipline, should really be running the world.",NA,Nautical Nexus,75900,200,Utoporiana,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-02-13T00:00:00Z,2035-02-23T00:00:00Z,Haacklee harbor reports,nauticalnexus6cc,City of Haacklee,0,2035-02-13T00:00:00Z,Portmaster of Haacklee,There are always new places to go fishing.,NA,"Life is like the ocean. It can be calm or still, and rough or rigid, but in the end, it is always beautiful.",The only BS I need is Beach & Sunshine.,Nautical Nexus,75900,200,Utoporiana,Unknown,Cargo_Vessel
Clepper Jessen,2035-09-07T00:00:00Z,2035-09-14T00:00:00Z,Haacklee harbor reports,nauticalnexus6cc,City of Haacklee,1,2035-09-05T00:00:00Z,Portmaster of Haacklee,NA,NA,"Life is like the ocean. It can be calm or still, and rough or rigid, but in the end, it is always beautiful.",Land was created to provide a place for boats to visit.,Nautical Nexus,75900,200,Utoporiana,Unknown,Cargo_Vessel
Junior Shurdlu,2035-07-11T00:00:00Z,2035-07-16T00:00:00Z,South Paackland harbor reports,nauticalnexus6cc,City of South Paackland,0,2035-07-05T00:00:00Z,Portmaster of South Paackland,Home is where the anchor drops.,NA,The pessimist complains about the wind; the optimist expects it to change; the realist adjusts the sails.,"Island life is not just a place, it's a state of mind.",Nautical Nexus,75900,200,Utoporiana,Unknown,Cargo_Vessel
Junior Shurdlu,2035-07-13T00:00:00Z,2035-07-22T00:00:00Z,South Paackland harbor reports,nauticalnexus6cc,City of South Paackland,1,2035-07-04T00:00:00Z,Portmaster of South Paackland,Home is where the anchor drops.,NA,NA,"Island life is not just a place, it's a state of mind.",Nautical Nexus,75900,200,Utoporiana,Unknown,Cargo_Vessel
Clepper Jessen,2035-04-27T00:00:00Z,2035-04-29T00:00:00Z,Lomark harbor reports,nauticalnexus6cc,City of Lomark,0,2035-04-18T00:00:00Z,Portmaster of Lomark,"The ocean roars, but the captain does not abandon the ship.",NA,"To reach a port, we must set sail.",An island is more than just a geographical location; it's a state of mind.,Nautical Nexus,75900,200,Utoporiana,Unknown,Cargo_Vessel
Junior Shurdlu,2035-04-19T00:00:00Z,2035-04-25T00:00:00Z,Lomark harbor reports,nauticalnexus6cc,City of Lomark,1,2035-04-18T00:00:00Z,Portmaster of Lomark,"The ocean roars, but the captain does not abandon the ship.",NA,NA,"When one man, for whatever reason, has the opportunity to lead an extraordinary life, he has no right to keep it to himself.",Nautical Nexus,75900,200,Utoporiana,Unknown,Cargo_Vessel
Clepper Jessen,2035-05-10T00:00:00Z,2035-05-13T00:00:00Z,South Paackland harbor reports,oceanicoracle2bf2,City of South Paackland,0,2035-05-04T00:00:00Z,Portmaster of South Paackland,Ships at a distance have every man's wish on board.,NA,Life is better in flip flops.,"If the ocean can calm itself, so can you. We are both salt water mixed with air.",Oceanic Oracle 2,76200,230,Myriadonia,Unknown,Cargo_Vessel
Junior Shurdlu,2035-05-11T00:00:00Z,2035-05-16T00:00:00Z,South Paackland harbor reports,oceanicoracle2bf2,City of South Paackland,1,2035-05-04T00:00:00Z,Portmaster of South Paackland,Ships at a distance have every man's wish on board.,NA,Life is better in flip flops.,"If the ocean can calm itself, so can you. We are both salt water mixed with air.",Oceanic Oracle 2,76200,230,Myriadonia,Unknown,Cargo_Vessel
Clepper Jessen,2035-05-08T00:00:00Z,2035-05-10T00:00:00Z,South Paackland harbor reports,oceanicoracle2bf2,City of South Paackland,2,2035-05-04T00:00:00Z,Portmaster of South Paackland,NA,NA,Life is better in flip flops.,"If the ocean can calm itself, so can you. We are both salt water mixed with air.",Oceanic Oracle 2,76200,230,Myriadonia,Unknown,Cargo_Vessel
Clepper Jessen,2035-05-04T00:00:00Z,2035-05-11T00:00:00Z,South Paackland harbor reports,oceanicoracle2bf2,City of South Paackland,3,2035-05-04T00:00:00Z,Portmaster of South Paackland,NA,NA,Life is better in flip flops.,"If the ocean can calm itself, so can you. We are both salt water mixed with air.",Oceanic Oracle 2,76200,230,Myriadonia,Unknown,Cargo_Vessel
Junior Shurdlu,2035-07-11T00:00:00Z,2035-07-13T00:00:00Z,Haacklee harbor reports,oceanicoracle2bf2,City of Haacklee,0,2035-07-10T00:00:00Z,Portmaster of Haacklee,Why do we love the sea? It is because it has some potent power to make us think things we like to think.,NA,"Island life is a treasure, don't rush to find it.",NA,Oceanic Oracle 2,76200,230,Myriadonia,Unknown,Cargo_Vessel
Junior Shurdlu,2035-05-04T00:00:00Z,2035-05-10T00:00:00Z,Haacklee harbor reports,oceanicoracle2bf2,City of Haacklee,1,2035-04-27T00:00:00Z,Portmaster of Haacklee,He that will not sail till all dangers are over must never put to sea.,NA,NA,NA,Oceanic Oracle 2,76200,230,Myriadonia,Unknown,Cargo_Vessel
Clepper Jessen,2035-10-12T00:00:00Z,2035-10-17T00:00:00Z,Lomark harbor reports,oceanicoracle2bf2,City of Lomark,0,2035-10-11T00:00:00Z,Portmaster of Lomark,NA,NA,NA,Island life: where the only decision is to swim left or right.,Oceanic Oracle 2,76200,230,Myriadonia,Unknown,Cargo_Vessel
Junior Shurdlu,2035-08-02T00:00:00Z,2035-08-05T00:00:00Z,Himark harbor reports,oceanicoracle2bf2,City of Himark,0,2035-08-02T00:00:00Z,Portmaster of Himark,"To reach a port, we must sail – sail, not tie at anchor – sail, not drift.",NA,NA,NA,Oceanic Oracle 2,76200,230,Myriadonia,Unknown,Cargo_Vessel
Junior Shurdlu,2035-08-11T00:00:00Z,2035-08-13T00:00:00Z,Himark harbor reports,oceanicoracle2bf2,City of Himark,1,2035-08-02T00:00:00Z,Portmaster of Himark,"To reach a port, we must sail – sail, not tie at anchor – sail, not drift.",NA,NA,NA,Oceanic Oracle 2,76200,230,Myriadonia,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-08-04T00:00:00Z,2035-08-05T00:00:00Z,Himark harbor reports,oceanicoracle2bf2,City of Himark,2,2035-08-02T00:00:00Z,Portmaster of Himark,"To reach a port, we must sail – sail, not tie at anchor – sail, not drift.",NA,NA,NA,Oceanic Oracle 2,76200,230,Myriadonia,Unknown,Cargo_Vessel
Clepper Jessen,2035-09-21T00:00:00Z,2035-09-26T00:00:00Z,South Paackland harbor reports,transglobal607c,City of South Paackland,0,2035-09-15T00:00:00Z,Portmaster of South Paackland,Life takes you down many paths but my favorite ones lead to the beach.,NA,NA,The sea does not like to be restrained.,Trans Global 6,76300,210,Thessalandia,Unknown,Cargo_Vessel
Junior Shurdlu,2035-03-16T00:00:00Z,2035-03-18T00:00:00Z,South Paackland harbor reports,transglobal607c,City of South Paackland,1,2035-03-13T00:00:00Z,Portmaster of South Paackland,Life takes you down many paths but my favorite ones lead to the beach.,NA,NA,NA,Trans Global 6,76300,210,Thessalandia,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-05-12T00:00:00Z,2035-05-14T00:00:00Z,Himark harbor reports,transglobal607c,City of Himark,0,2035-05-09T00:00:00Z,Portmaster of Himark,"The sea, the majestic sea, breaks everything, crushes everything, cleans everything, takes everything...from me.",NA,A sailor is an artist whose medium is the wind.,NA,Trans Global 6,76300,210,Thessalandia,Unknown,Cargo_Vessel
Junior Shurdlu,2035-07-08T00:00:00Z,2035-07-18T00:00:00Z,Himark harbor reports,transglobal607c,City of Himark,1,2035-07-05T00:00:00Z,Portmaster of Himark,"Island life is like a palm tree, stand tall and weather the storms.",NA,A sailor is an artist whose medium is the wind.,NA,Trans Global 6,76300,210,Thessalandia,Unknown,Cargo_Vessel
Clepper Jessen,2035-02-13T00:00:00Z,2035-02-22T00:00:00Z,Haacklee harbor reports,transglobal607c,City of Haacklee,0,2035-02-09T00:00:00Z,Portmaster of Haacklee,Man cannot discover new oceans unless he has the courage to lose sight of the shore.,NA,NA,NA,Trans Global 6,76300,210,Thessalandia,Unknown,Cargo_Vessel
Clepper Jessen,2035-02-13T00:00:00Z,2035-02-16T00:00:00Z,Haacklee harbor reports,transglobal607c,City of Haacklee,1,2035-02-09T00:00:00Z,Portmaster of Haacklee,Man cannot discover new oceans unless he has the courage to lose sight of the shore.,NA,NA,NA,Trans Global 6,76300,210,Thessalandia,Unknown,Cargo_Vessel
Clepper Jessen,2035-10-21T00:00:00Z,2035-10-31T00:00:00Z,Lomark harbor reports,transglobal607c,City of Lomark,0,2035-10-17T00:00:00Z,Portmaster of Lomark,NA,NA,"Boating is not just a sport or a hobby, it's a lifestyle.",NA,Trans Global 6,76300,210,Thessalandia,Unknown,Cargo_Vessel
Clepper Jessen,2035-10-26T00:00:00Z,2035-10-31T00:00:00Z,Lomark harbor reports,transglobal607c,City of Lomark,1,2035-10-17T00:00:00Z,Portmaster of Lomark,NA,NA,"Boating is not just a sport or a hobby, it's a lifestyle.",NA,Trans Global 6,76300,210,Thessalandia,Unknown,Cargo_Vessel
Clepper Jessen,2035-10-27T00:00:00Z,2035-10-28T00:00:00Z,Lomark harbor reports,transglobal607c,City of Lomark,2,2035-10-17T00:00:00Z,Portmaster of Lomark,NA,NA,"Boating is not just a sport or a hobby, it's a lifestyle.",NA,Trans Global 6,76300,210,Thessalandia,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-07-13T00:00:00Z,2035-07-22T00:00:00Z,South Paackland harbor reports,vesselventuresc7e,City of South Paackland,0,2035-07-05T00:00:00Z,Portmaster of South Paackland,NA,NA,The pessimist complains about the wind; the optimist expects it to change; the realist adjusts the sails.,Ships at a distance have every man's wish on board.,Vessel Ventures,76300,230,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-07-11T00:00:00Z,2035-07-14T00:00:00Z,South Paackland harbor reports,vesselventuresc7e,City of South Paackland,1,2035-07-05T00:00:00Z,Portmaster of South Paackland,NA,NA,The pessimist complains about the wind; the optimist expects it to change; the realist adjusts the sails.,Ships at a distance have every man's wish on board.,Vessel Ventures,76300,230,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-10-02T00:00:00Z,2035-10-06T00:00:00Z,South Paackland harbor reports,vesselventuresc7e,City of South Paackland,2,2035-09-29T00:00:00Z,Portmaster of South Paackland,NA,NA,The sea lives in every one of us.,Ships at a distance have every man's wish on board.,Vessel Ventures,76300,230,Nyxonix,Unknown,Cargo_Vessel
Junior Shurdlu,2035-05-08T00:00:00Z,2035-05-10T00:00:00Z,Haacklee harbor reports,vesselventuresc7e,City of Haacklee,0,2035-05-05T00:00:00Z,Portmaster of Haacklee,"Don't wait for your ship to come in, swim out to it.",NA,"The sea, the majestic sea, breaks everything, crushes everything, cleans everything, takes everything...from me.",The sea is as near as we come to another world.,Vessel Ventures,76300,230,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-05-09T00:00:00Z,2035-05-15T00:00:00Z,Haacklee harbor reports,vesselventuresc7e,City of Haacklee,1,2035-05-05T00:00:00Z,Portmaster of Haacklee,NA,NA,"The sea, the majestic sea, breaks everything, crushes everything, cleans everything, takes everything...from me.",NA,Vessel Ventures,76300,230,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-11-29T00:00:00Z,2035-12-09T00:00:00Z,Himark harbor reports,vesselventuresc7e,City of Himark,0,2035-11-21T00:00:00Z,Portmaster of Himark,"The cure for anything is salt water: sweat, tears or the sea.",NA,Man cannot discover new oceans unless he has the courage to lose sight of the shore.,"If the ocean can calm itself, so can you.",Vessel Ventures,76300,230,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-06-15T00:00:00Z,2035-06-18T00:00:00Z,Lomark harbor reports,vesselventuresc7e,City of Lomark,0,2035-06-15T00:00:00Z,Portmaster of Lomark,NA,NA,"The beach is not a place to work; to read, write or to think.","Sailors, with their built in sense of order, service and discipline, should really be running the world.",Vessel Ventures,76300,230,Nyxonix,Unknown,Cargo_Vessel
Clepper Jessen,2035-06-24T00:00:00Z,2035-06-30T00:00:00Z,Lomark harbor reports,vesselventuresc7e,City of Lomark,1,2035-06-15T00:00:00Z,Portmaster of Lomark,NA,NA,NA,"Sailors, with their built in sense of order, service and discipline, should really be running the world.",Vessel Ventures,76300,230,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-06-18T00:00:00Z,2035-06-26T00:00:00Z,Lomark harbor reports,vesselventuresc7e,City of Lomark,2,2035-06-15T00:00:00Z,Portmaster of Lomark,NA,NA,NA,"Sailors, with their built in sense of order, service and discipline, should really be running the world.",Vessel Ventures,76300,230,Nyxonix,Unknown,Cargo_Vessel
Haenyeo Hyun-Ki,2035-03-06T00:00:00Z,2035-03-14T00:00:00Z,Haacklee harbor reports,freightfusion141,City of Haacklee,0,2035-02-27T00:00:00Z,Portmaster of Haacklee,A rising tide lifts all boats.,NA,Life's roughest storms prove the strength of our anchors.,NA,Freight Fusion,22200,190,Solovarossa,Unknown,Cargo_Vessel
Clepper Jessen,2035-03-01T00:00:00Z,2035-03-03T00:00:00Z,Haacklee harbor reports,freightfusion141,City of Haacklee,1,2035-02-27T00:00:00Z,Portmaster of Haacklee,NA,NA,Life's roughest storms prove the strength of our anchors.,NA,Freight Fusion,22200,190,Solovarossa,Unknown,Cargo_Vessel
